timestamp_created,timestamp_post_sentiment,entry_price_created,entry_price_post_sentiment,entry_price_post_sentiment_5,exit_price_post,exit_price_post_5,exit_timestamp_post,exit_timestamp_post_5,exit_reason_post,exit_reason_post_5,action,post_text,source,match_method,match_score
2025-10-10 14:57:52,2025-10-10 14:59:16.052000+00:00,222.23,220.25,220.03,218.6,218.54,2025-10-10 15:14:16,2025-10-10 15:14:21,hold_time,hold_time,SHORT,"Some very strange things are happening in China! They are becoming very hostile, and sending letters to Countries throughout the World, that they want to impose Export Controls on each and every element of production having to do with Rare Earths, and virtually anything else they can think of, even if it’s not manufactured in China. Nobody has ever seen anything like this but, essentially, it would “clog” the Markets, and make life difficult for virtually every Country in the World, especially for China. We have been contacted by other Countries who are extremely angry at this great Trade hostility, which came out of nowhere. Our relationship with China over the past six months has been a very good one, thereby making this move on Trade an even more surprising one. I have always felt that they’ve been lying in wait, and now, as usual, I have been proven right! There is no way that China should be allowed to hold the World “captive,” but that seems to have been their plan for quite some time, starting with the “Magnets” and, other Elements that they have quietly amassed into somewhat of a Monopoly position, a rather sinister and hostile move, to say the least. But the U.S. has Monopoly positions also, much stronger and more far reaching than China’s. I have just not chosen to use them, there was never a reason for me to do so — UNTIL NOW! The letter they sent is many pages long, and details, with great specificity, each and every Element that they want to withhold from other Nations. Things that were routine are no longer routine at all. I have not spoken to President Xi because there was no reason to do so. This was a real surprise, not only to me, but to all the Leaders of the Free World. I was to meet President Xi in two weeks, at APEC, in South Korea, but now there seems to be no reason to do so. The Chinese letters were especially inappropriate in that this was the Day that, after three thousand years of bedlam and fighting, there is PEACE IN THE MIDDLE EAST. I wonder if that timing was coincidental? Dependent on what China says about the hostile “order” that they have just put out, I will be forced, as President of the United States of America, to financially counter their move. For every Element that they have been able to monopolize, we have two. I never thought it would come to this but perhaps, as with all things, the time has come. Ultimately, though potentially painful, it will be a very good thing, in the end, for the U.S.A. One of the Policies that we are calculating at this moment is a massive increase of Tariffs on Chinese products coming into the United States of America. There are many other countermeasures that are, likewise, under serious consideration. Thank you for your attention to this matter! DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES OF AMERICA",Twitter realDonaldTrump,exact_normalized,100.0
2025-10-07 13:00:44,2025-10-07 13:00:47.806000+00:00,231.3,231.27,231.24,230.78,230.78,2025-10-07 13:15:47,2025-10-07 13:15:52,hold_time,hold_time,SHORT,"WTO SEES GLOBAL GOODS TRADE RISING 0.5% IN 2026, HAD SEEN 1.8% RISE",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-17 16:40:27,2025-10-17 16:40:45.373000+00:00,183.32,183.11,183.09,181.88,181.81,2025-10-17 16:55:45,2025-10-17 16:55:50,hold_time,hold_time,SHORT,"CRYPTO LIQUIDATIONS HIT $1.2B AS BITCOIN SLIDES

Crypto liquidations surged to $1.2 billion in 24 hours, led by $458 million in bitcoin positions, mostly longs. Bitcoin fell to $103,856, its lowest since July, while Ethereum saw $278 million in liquidations.

FG Nexus’s Maja Vujinovic said the drop reflects a “risk-off” shift, with leveraged longs unwinding as investors flee to gold.",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-08 12:19:54,2025-10-08 12:20:09.124000+00:00,221.4,221.4,221.36,221.94,221.9,2025-10-08 12:35:09,2025-10-08 12:35:14,hold_time,hold_time,SHORT,Chicago Mayor should be in jail for failing to protect Ice Officers! Governor Pritzker also!,Donald J. Trump,exact_normalized,100.0
2025-10-09 11:43:35,2025-10-09 11:44:04.257000+00:00,223.49,223.53,223.63,223.05,223.0,2025-10-09 11:59:04,2025-10-09 11:59:09,hold_time,hold_time,LONG,"United States Ambassador Mike Huckabee is AMAZING! He worked so hard, and did so much, to bring about Peace in the Middle East. He has very quickly become a Great Man. Thank you Mike!",Donald J. Trump,exact_normalized,100.0
2025-10-13 14:17:37,2025-10-13 14:19:08.862000+00:00,194.96,194.83,194.82,194.17,194.17,2025-10-13 14:20:50,2025-10-13 14:20:50,stop_loss,stop_loss,LONG,"Hugely excited about the establishment of Aria Foundation. I am so thrilled about what they have ready for $IP community and their initial $APL investors. <br/><br/>The foundation's mission is to advance the $80T IP asset class. That asset class will be tokenized, liquid, and investable at a global scale. It's the most exciting RWA beyond stablecoins and T-bills. <br/><br/>They already brought incredible IP onchain from K-pop singers like Blackpink and BTS and pop icons like Justin Bieber and Madonna. <br/><br/>$100M TVL incoming with their partnership with Content Technologies in Korea.<br/><br/>Soon, everyone will be able to participate in the IP RWA economy through Aria Foundation's highly anticipated news for its community and $IP members. Coin CEO",Twitter storysylee,fuzzy,99.37282229965156
2025-10-20 15:52:21,2025-10-20 15:52:30.692000+00:00,191.79,191.59,191.67,189.29,189.28,2025-10-20 16:07:30,2025-10-20 16:07:35,hold_time,hold_time,SHORT,*TRUMP: CHINA MAY PAY 155% TARIFF IF NO DEAL BY NOV 1,Bloomberg,exact_raw,100.0
2025-10-24 06:00:01,2025-10-24 06:00:06.164000+00:00,193.24,193.16,193.51,192.52,192.85,2025-10-24 06:08:19,2025-10-24 06:07:11,stop_loss,stop_loss,LONG,*UK SEPT. CORE RETAIL SALES RISE 2.3% Y/Y; EST. +0.7% [UK Core Retail Sales YoY],Economic Event,exact_normalized,100.0
2025-10-22 01:00:17,2025-10-22 01:00:21.655000+00:00,185.55,185.57,185.73,186.42,186.42,2025-10-22 01:15:21,2025-10-22 01:15:26,hold_time,hold_time,LONG,"*INDIA, US TRADE DEAL LIKELY SOON WITH TARIFF CUTS: MINT

*INDIA TRADE DEAL MAY SEE EXPORT TARIFF RATE CUT TO 15-16%: MINT",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-01 11:58:24,2025-10-01 11:58:27.925000+00:00,217.61,217.59,217.62,217.48,217.48,2025-10-01 12:13:27,2025-10-01 12:13:32,hold_time,hold_time,SHORT,TRUMP EXECUTIVE ORDER REGARDS ATTACK ON QATAR AS THREAT TO US,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-24 12:30:06,2025-10-24 12:30:13.928000+00:00,195.0,194.11,194.74,193.28,193.81,2025-10-24 12:33:42,2025-10-24 12:33:37,stop_loss,stop_loss,LONG,*US SEPT. CORE CPI RISES 3% Y/Y; EST. +3.1% [US Core CPI YoY],Economic Event,exact_normalized,100.0
2025-10-05 15:43:27,2025-10-05 15:43:43.781000+00:00,230.03,229.84,229.71,230.01,230.01,2025-10-05 15:58:43,2025-10-05 15:58:48,hold_time,hold_time,SHORT,"It has just come out that the Radical Left Lunatic, Jay Jones, who is running against Jason Miyares, the GREAT Attorney General in Virginia, made SICK and DEMENTED jokes, if they were jokes at all, which were not funny, and that he wrote down and sent around to people, concerning the murdering of a Republican Legislator, his wife, and their children. Abigail Spanberger, who is running for Governor, is weak and ineffective, and refuses to acknowledge what this Lunatic has done. Even Democrats are saying it is “RESIGNATION FROM CAMPAIGN” TERRITORY. Democrat Jay Jones should drop out of the Race, IMMEDIATELY, and the People of Virginia must continue to have a GREAT Attorney General in Jason Miyares who, by the way, has my Complete and Total Endorsement — JASON WILL NEVER LET YOU DOWN!",Donald J. Trump,exact_normalized,100.0
2025-10-23 05:00:00,2025-10-23 05:00:03.925000+00:00,183.95,183.94,184.06,184.47,184.44,2025-10-23 05:15:03,2025-10-23 05:15:08,hold_time,hold_time,LONG,*SINGAPORE SEPT. CORE CPI RISES 0.4% Y/Y; EST. +0.2% [Singapore Core CPI YoY],Economic Event,exact_normalized,100.0
2025-10-10 21:03:36,2025-10-10 21:03:40.365000+00:00,197.95,197.97,197.79,160.66,154.71,2025-10-10 21:18:40,2025-10-10 21:18:45,hold_time,hold_time,SHORT,*US TO IMPOSE EXPORT CURBS ON CRITICAL SOFTWARE TO CHINA NOV 1,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-19 13:58:26,2025-10-19 12:45:34.583000+00:00,190.68,188.41,188.31,188.71,188.89,2025-10-19 13:00:34,2025-10-19 13:00:39,hold_time,hold_time,SHORT,"President Gustavo Petro, of Columbia, is an illegal drug leader strongly encouraging the massive production of drugs, in big and small fields, all over Columbia. It has become the biggest business in Columbia, by far, and Petro does nothing to stop it, despite large scale payments and subsidies from the USA that are nothing more than a long term rip off of America. AS OF TODAY, THESE PAYMENTS, OR ANY OTHER FORM OF PAYMENT, OR SUBSIDIES, WILL NO LONGER BE MADE TO COLUMBIA. The purpose of this drug production is the sale of massive amounts of product into the United States, causing death, destruction, and havoc. Petro, a low rated and very unpopular leader, with a fresh mouth toward America, better close up these killing fields immediately, or the United States will close them up for him, and it won’t be done nicely. Thank you for your attention to this matter! President Donald J. Trump",Donald J. Trump,fuzzy,99.55406911928651
2025-10-25 12:46:18,2025-10-25 12:46:11.709000+00:00,193.87,193.88,193.88,193.66,193.6,2025-10-25 13:01:11,2025-10-25 13:01:16,hold_time,hold_time,LONG,"Congressman Randy Fine is a MAGA Warrior who is doing a fantastic job representing Florida’s 6th Congressional District!   A Harvard Educated and Successful Businessman, Randy was a Highly Respected State Legislator, prior to becoming a distinguished U.S. Congressman. He loves the Great People of the Sunshine State, which I won THREE TIMES in 2016, 2020, and 2024! In Congress, Randy is fighting tirelessly to Grow our Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Advance American Energy DOMINANCE, Keep our now very Secure Border, SECURE, Stop Migrant Crime, Champion our Military/Veterans, Defend our always under siege Second Amendment, and Restore PEACE THROUGH STRENGTH.   Randy Fine has my Complete and Total Endorsement – HE WILL NOT LET YOU DOWN!",Donald J. Trump,exact_normalized,100.0
2025-10-22 14:30:02,2025-10-22 14:30:04.227000+00:00,182.36,182.42,182.64,181.76,182.02,2025-10-22 14:31:22,2025-10-22 14:30:57,stop_loss,stop_loss,LONG,*US CRUDE OIL INVENTORIES FELL 0.961M BARRELS; EST. +1.205M [US EIA Crude Oil Inventories],Economic Event,exact_normalized,100.0
2025-10-25 12:47:16,2025-10-25 12:47:30.043000+00:00,193.82,193.89,193.89,193.61,193.59,2025-10-25 13:02:30,2025-10-25 13:02:35,hold_time,hold_time,LONG,"Congresswoman Lisa McClain is a Fantastic Advocate for the Great People of Michigan’s 9th Congressional District!   As the Chair of the House Republican Conference, Lisa is doing a truly fantastic job advancing our America First Agenda. She is working tirelessly to Grow our Economy, Cut Taxes and Regulations, Champion our Great Farmers and American Agriculture, Promote MADE IN THE U.S.A., Advance American Energy DOMINANCE, Keep our now very Secure Border, SECURE, Stop Migrant Crime, Ensure LAW AND ORDER, Strengthen our Incredible Military/Veterans, and Defend our always under siege Second Amendment.   Lisa McClain has my Complete and Total Endorsement for Re-Election — SHE WILL NEVER LET YOU DOWN!",Donald J. Trump,exact_normalized,100.0
2025-09-29 14:00:00,2025-09-29 14:00:25.798000+00:00,208.77,208.81,208.96,211.05,211.23,2025-09-29 14:15:25,2025-09-29 14:15:30,hold_time,hold_time,LONG,*US AUG. PENDING HOME SALES RISE 4% M/M; EST. 0.3%,Twitter WalterBloomberg,exact_raw,100.0
2025-10-15 04:01:17,2025-10-15 04:01:27.950000+00:00,201.31,201.32,201.26,201.32,201.28,2025-10-15 04:16:27,2025-10-15 04:16:32,hold_time,hold_time,SHORT,So terrible! https://justthenews.com/government/congress/congress-collected-30-million-lines-phone-data-trump-j6-probe-raising-civil,Donald J. Trump,exact_normalized,100.0
2025-10-08 12:55:52,2025-10-08 12:56:00.829000+00:00,221.71,221.68,221.69,221.83,221.86,2025-10-08 13:11:00,2025-10-08 13:11:05,hold_time,hold_time,LONG,"$TSLA - STIFEL RAISES TESLA TARGET TO $483 ON FSD, ROBOTAXI PROGRESS

Stifel lifted its Tesla price target to $483 from $440, citing growing confidence in its Full Self-Driving and Robotaxi efforts.

The firm expects Unsupervised FSD in the U.S. by late 2025 and sees strong upside from Robotaxis and Optimus.

Tesla’s Robotaxi service launched in Austin and is expanding testing in several states. Support from the Trump administration could further speed adoption.",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-17 12:14:02,2025-10-17 12:14:09.292000+00:00,181.15,181.2,180.83,181.83,181.46,2025-10-17 12:22:40,2025-10-17 12:18:07,stop_loss,stop_loss,SHORT,🚨🚨 *CHINA HAS RIGHT TO TAKE COUNTERMEASURES AGAINST US: MINISTER,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-15 12:30:00,2025-10-15 12:31:31.261000+00:00,201.69,201.9,202.02,202.87,202.73,2025-10-15 12:46:31,2025-10-15 12:46:36,hold_time,hold_time,LONG,*US OCT. EMPIRE STATE FACTORY INDEX AT 10.7; EST. -1.4,Twitter WalterBloomberg,exact_raw,100.0
2025-09-29 14:32:01,2025-09-29 14:32:05.153000+00:00,210.9,210.95,210.9,211.67,211.63,2025-09-29 14:46:42,2025-09-29 14:46:41,stop_loss,stop_loss,SHORT,*US SEPT. DALLAS FED MANUFACTURING INDEX -8.7; EST. -1.0,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-24 03:15:50,2025-10-24 02:39:21.207000+00:00,191.72,191.92,191.72,192.57,192.36,2025-10-24 02:42:31,2025-10-24 02:42:14,stop_loss,stop_loss,SHORT,"The Ronald Reagan Foundation has just announced that Canada has fraudulently used an advertisement, which is FAKE, featuring Ronald Reagan speaking negatively about Tariffs. The ad was for $75,000. They only did this to interfere with the decision of the U.S. Supreme Court, and other courts. TARIFFS ARE VERY IMPORTANT TO THE NATIONAL SECURITY, AND ECONOMY, OF THE U.S.A. Based on their egregious behavior, ALL TRADE NEGOTIATIONS WITH CANADA ARE HEREBY TERMINATED. Thank you for your attention to this matter! President DJT",Donald J. Trump,fuzzy,99.61977186311786
2025-10-24 12:30:02,2025-10-24 12:30:06.407000+00:00,193.88,195.0,194.41,194.11,193.68,2025-10-24 12:30:13,2025-10-24 12:33:38,stop_loss,stop_loss,LONG,U.S. CPI: +3% YEAR-OVER-YEAR (EST. +3.1%)<br/>U.S. CORE CPI: +3% YEAR-OVER-YEAR (EST. +3.1%),Twitter treenewsfeed,exact_raw,100.0
2025-10-25 04:52:00,2025-10-25 04:52:11.811000+00:00,193.72,193.73,193.88,194.17,194.19,2025-10-25 05:07:11,2025-10-25 05:07:16,hold_time,hold_time,LONG,"Congressman Nick Langworthy is an America First Patriot, who is doing a fantastic job representing New York’s 23rd Congressional District!   Nick served as the powerful Chairman of the New York Republican State Committee, prior to becoming a very distinguished and respected U.S. Congressman. A MAGA Warrior, who has been with us from the very beginning, Nick is working hard to Grow our Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Advance American Energy DOMINANCE, Keep our now very Secure Border, SECURE, Support our Brave Military/Veterans, and Defend our always under siege Second Amendment.   Nick Langworthy has my Complete and Total Endorsement for Re-Election — HE WILL NEVER LET YOU DOWN!",Donald J. Trump,exact_normalized,100.0
2025-10-21 12:30:00,2025-10-21 12:30:03.233000+00:00,186.73,186.73,186.76,187.44,187.44,2025-10-21 12:41:06,2025-10-21 12:41:06,stop_loss,stop_loss,SHORT,*CANADA SEPT. MEDIAN CPI RISES 3.2% Y/Y; EST. +3.0% [Canada CPI Median YoY],Economic Event,exact_normalized,100.0
2025-10-19 13:58:26,2025-10-19 13:58:32.730000+00:00,190.68,190.64,190.41,190.26,190.27,2025-10-19 14:13:32,2025-10-19 14:13:37,hold_time,hold_time,SHORT,"President Gustavo Petro, of Colombia, is an illegal drug leader strongly encouraging the massive production of drugs, in big and small fields, all over Colombia. It has become the biggest business in Colombia, by far, and Petro does nothing to stop it, despite large scale payments and subsidies from the USA that are nothing more than a long term rip off of America. AS OF TODAY, THESE PAYMENTS, OR ANY OTHER FORM OF PAYMENT, OR SUBSIDIES, WILL NO LONGER BE MADE TO COLOMBIA. The purpose of this drug production is the sale of massive amounts of product into the United States, causing death, destruction, and havoc. Petro, a low rated and very unpopular leader, with a fresh mouth toward America, better close up these killing fields immediately, or the United States will close them up for him, and it won’t be done nicely. Thank you for your attention to this matter! President Donald J. Trump",Donald J. Trump,exact_normalized,100.0
2025-10-15 12:43:00,2025-10-15 12:43:02.848000+00:00,202.65,202.65,202.73,202.88,202.99,2025-10-15 12:58:02,2025-10-15 12:58:07,hold_time,hold_time,LONG,BESSENT: ABOUT TO FINISH TRADE DEAL WITH SOUTH KOREA,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-01 14:06:56,2025-10-01 14:06:59.665000+00:00,219.53,219.55,219.75,219.15,218.97,2025-10-01 14:21:59,2025-10-01 14:08:07,hold_time,stop_loss,LONG,"BITCOIN JUMPS ON WEAK JOBS DATA, FED CUT BETS

Bitcoin hit a two-week high of $116,910 after ADP reported a 32,000 job loss in September (vs. +45,000 expected), fueling expectations of a Fed rate cut on Oct. 29. Lower rates support risk assets, while seasonality also favors crypto—Bitcoin has gained in 10 of the past 12 Octobers.",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-07 16:24:27,2025-10-07 16:24:30.169000+00:00,222.61,222.63,222.58,223.37,223.33,2025-10-07 16:27:25,2025-10-07 16:27:23,stop_loss,stop_loss,SHORT,TRUMP: WILL HAVE TARIFFS WITH CANADA,Twitter WalterBloomberg,exact_normalized,100.0
2025-10-25 12:45:27,2025-10-25 12:45:37.515000+00:00,193.97,193.91,193.89,193.84,193.84,2025-10-25 13:00:37,2025-10-25 13:00:42,hold_time,hold_time,LONG,"Congressman Jeff Hurd is an incredible Representative for the Great People of Colorado’s 3rd Congressional District!   Jeff has a strong Record of SUCCESS, and resounding support from his Community. In Congress, he is fighting tirelessly to Keep our now very Secure Border, SECURE, Support our Incredible Military/Veterans, Advance American Energy DOMINANCE, Grow the Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Defend our always under siege Second Amendment, and Ensure PEACE THROUGH STRENGTH.   Jeff Hurd has my Complete and Total Endorsement for Re-Election — HE WILL NOT LET YOU DOWN!",Donald J. Trump,exact_normalized,100.0
2025-10-13 14:31:48,2025-10-13 14:32:20.655000+00:00,192.66,192.81,192.48,193.51,193.18,2025-10-13 14:33:14,2025-10-13 14:32:40,stop_loss,stop_loss,SHORT,"*CHINA URGES US TO DROP 100% TARIFF THREAT: FORTUNE<br/>*CHINA CALLS ON US TO 'CORRECT ERRONEOUS PRACTICES': FORTUNE<br/>*CHINA WARNS OF 'RESOLUTE MEASURES' IF US INSISTS ON TARIFFS: FORTUNE<br/>*CHINESE EXPORTS TO US FELL 27% IN SEPT: FORTUNE<br/><br/>- China has called on US President Donald Trump to withdraw his latest threat of a 100% tariff and other export control measures announced over the weekend.<br/>- The tariff threat on all Chinese imports followed China's stricter restrictions on rare earths, a vital resource for electronics, which Trump called an ""out of the blue"" move.<br/>- China's Ministry of Commerce stated that the US actions were ""severely damaging the atmosphere of trade negotiations,"" and a Ministry of Foreign Affairs spokesman warned of ""resolute measures"" if the US persists.<br/>- Economic indicators show the impact of retaliatory actions, with Chinese trade data revealing that exports to the US have fallen for six consecutive months, dropping 27% in September year-over-year.",News Summary,exact_raw,100.0
2025-10-17 09:00:01,2025-10-17 09:00:10.972000+00:00,175.47,175.42,175.56,176.06,176.16,2025-10-17 09:01:16,2025-10-17 09:01:19,stop_loss,stop_loss,SHORT,*EURO AREA FINAL SEPT. CORE CPI RISES 2.4% Y/Y; EST. +2.3% [Eurozone Core CPI YoY Final],Economic Event,exact_normalized,100.0
2025-10-13 18:14:46,2025-10-13 18:14:49.769000+00:00,204.33,204.35,204.51,206.16,206.06,2025-10-13 18:29:49,2025-10-13 18:29:54,hold_time,hold_time,LONG,"TRUMP: ‘NO WORLD WAR III IF WE’RE SMART’

U.S. President Donald Trump said Monday that a new world war can be avoided “if we’re smart.”
At the peace summit in Sharm el-Sheikh, he called the Israel–Hamas peace deal signed today a “historic breakthrough,” adding it ensures any future global conflict “won’t start in the Middle East.”
“The greatest deals just happen,” Trump said. “Maybe this is the greatest one of all.”",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-24 12:30:52,2025-10-24 12:30:56.560000+00:00,195.9,195.62,195.51,194.93,194.85,2025-10-24 12:31:56,2025-10-24 12:33:15,stop_loss,stop_loss,LONG,"*US SEPT. CONSUMER PRICES RISE 0.3% M/M; EST. +0.4%
*US SEPT. CONSUMER PRICES RISE 3% Y/Y; EST. +3.1%

*US SEPT. CORE CPI RISES 0.2% M/M; EST. +0.3%
*US SEPT. CORE CPI RISES 3% Y/Y; EST. +3.1%",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-10 21:03:50,2025-10-10 21:03:55.077000+00:00,197.93,197.7,198.0,198.36,154.31,2025-10-10 21:04:18,2025-10-10 21:19:00,stop_loss,hold_time,SHORT,"*TRUMP: US WILL IMPOSE 100% TARIFF ON CHINA STARTING NOV 1

*TRUMP: US TARIFF ACTION BASED ON CHINA'S EXPORT CONTROLS",Twitter WalterBloomberg,exact_normalized,100.0
2025-10-25 12:44:38,2025-10-25 12:44:44.379000+00:00,193.57,193.6,193.68,193.83,193.81,2025-10-25 12:59:44,2025-10-25 12:59:49,hold_time,hold_time,LONG,"Congressman Darin LaHood is a Tremendous Champion for Illinois’ 16th Congressional District!   As a Member of the POWERFUL House Ways & Means Committee, Darin understands the America First Policies required to Create GREAT Jobs, Cut Taxes and Regulations, Advance American Energy DOMINANCE, Promote MADE IN THE U.S.A., and Champion our Nation’s Golden Age. He is fighting tirelessly to Keep our now very Secure Border, SECURE, Stop Migrant Crime, Strengthen our Brave Military/Veterans, and Defend our always under siege Second Amendment.   Darin LaHood has my Complete and Total Endorsement for Re-Election — HE WILL NEVER LET YOU DOWN!",Donald J. Trump,fuzzy,99.68503937007874
