Entry_Time,Coin,Side,Entry_Price,Exit_Price,Return_Pct,Raw_PnL,Exit_Time,Duration,Size_Matched,Outlier
2025-10-22 19:07:00,SOL,Long,182.0403444,181.6345875,-0.222893907,-4914.567366,2025-10-22 19:12:00,0:05:04,12112.1,False
2025-10-24 13:45:00,SOL,Long,191.8691054,190.8943881,-0.508011579,-10970.51112,2025-10-24 13:50:00,0:05:04,11255.07,False
2025-10-10 15:08:00,SOL,Short,218.6937733,218.6410997,0.0240855712557958,356.6974934,2025-10-10 15:13:00,0:05:11,6771.84,False
2025-10-10 15:08:00,SOL,Short,218.6937733,218.6768371,0.007744241,11.836521179190576,2025-10-10 15:13:00,0:05:13,698.8899999999994,False
2025-10-24 13:45:00,SOL,Long,191.6470486,190.8843544,-0.397968126,-8586.639758,2025-10-24 13:50:00,0:05:31,11258.3,False
2025-10-24 13:45:00,SOL,Long,191.5775491,190.8843544,-0.361835033,-1.220022652,2025-10-24 13:50:00,0:05:32,1.7600000000002185,False
2025-10-24 13:45:00,SOL,Long,191.6470486,190.8943881,-0.392732607,-1.324682392,2025-10-24 13:50:00,0:05:33,1.7600000000002185,False
2025-10-24 13:53:00,SOL,Short,191.5955588,192.2889754,-0.361916831,-7805.8736,2025-10-24 13:59:00,0:05:40,11257.12,False
2025-10-15 20:12:00,SOL,Short,194.917817,195.6507077,-0.375999826,-8015.529799,2025-10-15 20:18:00,0:05:43,10936.87,False
2025-10-02 19:01:00,SOL,Short,231.7948876,232.6458825,-0.367132724,-6249.638349,2025-10-02 19:07:00,0:05:51,7343.92,False
2025-09-29 13:08:00,SOL,Short,204.8577648,205.8959279,-0.506772619,-18.51044735,2025-09-29 13:14:00,0:05:57,17.829999999999927,False
2025-09-29 13:08:00,SOL,Short,204.8577648,205.8904376,-0.504092557,-9450.948671,2025-09-29 13:14:00,0:05:58,9151.93,False
2025-10-07 16:24:00,SOL,Short,222.8648875,223.3136037,-0.201340054,-3447.339132,2025-10-07 16:30:00,0:06:25,7682.67,False
2025-10-03 15:40:00,SOL,Long,233.3814024,233.7453375,0.1559400645144787,0.003639351,2025-10-03 15:47:00,0:06:27,0.0100000000002182,False
2025-10-21 23:08:00,SOL,Long,188.7317776,188.0029119,-0.386191312,-9047.8549,2025-10-21 23:15:00,0:06:27,12413.61,False
2025-10-03 11:34:00,SOL,Short,229.8509489,230.7523428,-0.392164539,-6603.5397,2025-10-03 11:40:00,0:06:38,7325.92,False
2025-10-06 17:47:00,SOL,Short,235.9405587,236.813651,-0.370047576,-8.608690254,2025-10-06 17:53:00,0:06:48,9.859999999999673,False
2025-10-21 23:50:00,SOL,Long,185.8866266,185.1943816,-0.372401696,-8646.3471,2025-10-21 23:57:00,0:07:04,12490.3,False
2025-10-24 06:00:00,SOL,Long,193.1952728,192.8688324,-0.168969169,-3645.683657,2025-10-24 06:07:00,0:07:04,11167.99,False
2025-10-24 06:00:00,SOL,Long,193.2638783,192.8688324,-0.204407524,-0.454302795,2025-10-24 06:07:00,0:07:04,1.1499999999996362,False
2025-10-06 17:47:00,SOL,Short,235.9405587,236.93,-0.419360426,-7201.31232,2025-10-06 17:54:00,0:07:09,7278.16,False
2025-10-22 21:34:00,SOL,Short,177.662084,178.307575,-0.363325134,-8013.674001,2025-10-22 21:41:00,0:07:30,12414.85,False
2025-09-30 13:53:00,SOL,Long,208.6494394,207.3065942,-0.643589168,-0.013428452,2025-09-30 14:00:00,0:07:37,0.0100000000002182,False
2025-10-01 14:00:00,SOL,Long,219.4344896,219.1301488,-0.13869323,-2344.860506,2025-10-01 14:08:00,0:07:42,7704.72,False
2025-10-09 17:04:00,SOL,Long,217.4441463,218.2040461,0.3494689645492447,5653.244215208251,2025-10-09 17:12:00,0:07:50,7439.46,False
2025-09-29 13:04:00,SOL,Short,204.6335368,205.2145226,-0.283915219,-17.66777678,2025-09-29 13:12:00,0:07:59,30.409999999999854,False
2025-10-24 06:00:00,SOL,Long,193.2638783,192.6772164,-0.30355486,-6551.159511,2025-10-24 06:08:00,0:08:02,11166.84,False
2025-10-24 06:00:00,SOL,Long,193.4390982,192.6772164,-0.39386133,-0.883782893,2025-10-24 06:08:00,0:08:02,1.1599999999998545,False
2025-10-24 06:00:00,SOL,Long,193.6235725,192.6113442,-0.522781505,-1.184307024,2025-10-24 06:08:00,0:08:05,1.1700000000000728,False
2025-10-24 06:00:00,SOL,Long,193.4390982,192.6113442,-0.427914508,-9243.387819,2025-10-24 06:08:00,0:08:06,11166.83,False
2025-09-29 13:05:00,SOL,Short,205.1146257,205.6239037,-0.24828947,-9.090612598,2025-09-29 13:13:00,0:08:07,17.850000000000364,False
2025-10-24 06:00:00,SOL,Long,193.6235725,192.5699911,-0.544138985,-11766.36482,2025-10-24 06:08:00,0:08:09,11167.97,False
2025-10-17 12:14:00,SOL,Short,181.2005472,181.8991748,-0.385554908,-8609.167,2025-10-17 12:22:00,0:08:30,12322.97,False
2025-09-29 13:05:00,SOL,Short,205.0719791,205.8208066,-0.365153505,-14.3625118,2025-09-29 13:14:00,0:08:36,19.18000000000029,False
2025-10-01 14:07:00,SOL,Long,219.8561515,219.1447745,-0.323564759,-5480.9608,2025-10-01 14:15:00,0:08:38,7704.72,False
2025-09-29 13:05:00,SOL,Short,205.0719791,205.8959279,-0.401785173,-7532.243365,2025-09-29 13:14:00,0:08:39,9141.64,False
2025-09-29 13:05:00,SOL,Short,205.1146257,205.8208066,-0.344285986,-6455.644598,2025-09-29 13:14:00,0:08:47,9141.63,False
2025-10-03 19:51:00,SOL,Long,233.6508068,232.812841,-0.35864026,-6371.858892,2025-10-03 20:00:00,0:08:49,7603.96,False
2025-09-29 18:08:00,SOL,Long,209.9264397,209.1987654,-0.346633028,-6174.6227,2025-09-29 18:17:00,0:08:52,8485.42,False
2025-10-06 17:44:00,SOL,Short,236.1745424,236.813651,-0.270608582,-4651.540901,2025-10-06 17:53:00,0:08:53,7278.17,False
2025-10-10 21:03:00,SOL,Short,197.8213059,188.4269447,4.748912717164437,100249.85827945032,2025-10-10 21:13:00,0:09:06,10671.28,False
2025-09-29 13:04:00,SOL,Short,204.6335368,205.6239037,-0.483970955,-9063.738674,2025-09-29 13:13:00,0:09:12,9151.9,False
2025-10-20 21:57:00,SOL,Short,188.7584205,189.4557033,-0.36940486,-8789.256401,2025-10-20 22:07:00,0:10:11,12605.01,False
2025-09-29 18:12:00,SOL,Long,209.7550404,209.1825965,-0.272910672,-4857.432564,2025-09-29 18:23:00,0:10:56,8485.43,False
2025-10-21 12:30:00,SOL,Short,186.6873131,187.4132155,-0.388833276,-9060.9605,2025-10-21 12:41:00,0:11:01,12482.34,False
2025-09-29 18:12:00,SOL,Long,209.7550404,209.13,-0.297985862,-4.419035381,2025-09-29 18:23:00,0:11:02,7.069999999999709,False
2025-10-10 20:50:00,SOL,Short,206.1014805,197.4138423,4.215223549772703,73508.71259990505,2025-10-10 21:01:00,0:11:10,8461.3,False
2025-10-10 20:50:00,SOL,Short,206.2369859,197.4138423,4.278157743905728,74655.26479968407,2025-10-10 21:01:00,0:11:12,8461.3,False
2025-10-14 16:38:00,SOL,Short,203.2974196,204.0551869,-0.372738259,-7948.872499,2025-10-14 16:49:00,0:11:13,10489.86,False
2025-09-29 13:00:00,SOL,Short,205.1815626,205.1790339,0.001232458,0.1027695135366578,2025-09-29 13:11:00,0:11:20,40.63999999999942,False
2025-10-07 16:15:00,SOL,Short,223.2668249,223.668245,-0.179793869,-3083.973851,2025-10-07 16:27:00,0:11:38,7682.66,False
2025-09-30 13:56:00,SOL,Long,208.1466154,206.13,-0.968843709,-0.040332308,2025-09-30 14:08:00,0:11:59,0.02,False
2025-09-29 13:00:00,SOL,Short,205.1815626,205.2145226,-0.016063797,-300.3066731,2025-09-29 13:12:00,0:12:31,9111.26,False
2025-10-06 17:22:00,SOL,Long,237.1098362,236.1955357,-0.385602121,-6708.6712,2025-10-06 17:34:00,0:12:38,7337.49,False
2025-10-24 13:17:00,SOL,Long,193.7371926,192.9877254,-0.386847336,-8348.4347,2025-10-24 13:30:00,0:12:41,11139.16,False
2025-09-29 12:57:00,SOL,Short,205.5413261,205.3418728,0.097038045,9.081108025072872,2025-09-29 13:10:00,0:12:51,45.52999999999883,False
2025-10-06 17:47:00,SOL,Short,235.9405587,236.42,-0.203204288,-0.009588827,2025-10-06 18:00:00,0:13:01,0.02,False
2025-10-08 22:53:00,SOL,Long,229.1867278,228.2310294,-0.416995528,-6989.1658,2025-10-08 23:06:00,0:13:11,7313.15,False
2025-10-22 19:08:00,SOL,Long,182.2818679,181.8095213,-0.259129745,-5721.108528,2025-10-22 19:22:00,0:13:33,12112.1,False
2025-10-10 14:59:00,SOL,Short,219.8211848,218.6578559,0.5292160091886406,8205.331006822496,2025-10-10 15:13:00,0:13:41,7053.32,False
2025-10-10 14:59:00,SOL,Short,219.8211848,218.6410997,0.5368386664941228,436.8911120157314,2025-10-10 15:13:00,0:13:42,370.22000000000025,False
2025-10-08 02:03:00,SOL,Short,221.8119645,222.5667574,-0.340285059,-5720.31932,2025-10-08 02:16:00,0:13:45,7578.66,False
2025-10-17 11:14:00,SOL,Long,181.1392199,181.9532277,0.4493824180619363,0.008140078,2025-10-17 11:28:00,0:13:52,0.0100000000002182,False
2025-09-29 12:57:00,SOL,Short,205.5413261,205.1790339,0.1762624617359477,3295.4569601014114,2025-09-29 13:11:00,0:13:58,9096.13,False
2025-09-29 12:56:00,SOL,Short,205.522215,205.3418728,0.087748269,1647.7450674698428,2025-09-29 13:10:00,0:14:02,9136.77,False
2025-10-17 11:14:00,SOL,Long,181.1392199,181.7812565,0.3544437329303535,7722.801599523179,2025-10-17 11:28:00,0:14:04,12028.6,False
2025-10-10 14:59:00,SOL,Short,220.1628811,218.6009093,0.7094619098508849,11402.409620287774,2025-10-10 15:13:00,0:14:15,7300.01,False
2025-10-10 14:59:00,SOL,Short,220.1628811,218.6578559,0.6835962553316471,155.03264695420563,2025-10-10 15:13:00,0:14:17,103.01000000000022,False
2025-09-29 14:32:00,SOL,Short,210.9576967,211.7759929,-0.387895861,-6992.258977,2025-09-29 14:46:00,0:14:38,8544.9,False
2025-10-08 22:51:00,SOL,Long,229.1931376,228.3263564,-0.378188087,-6337.2363,2025-10-08 23:06:00,0:14:45,7311.23,False
2025-10-03 13:45:00,SOL,Long,229.9889977,229.0942468,-0.38904073,-6542.58841,2025-10-03 14:00:00,0:14:48,7312.19,False
2025-10-15 12:31:00,SOL,Long,202.0388984,202.8888336,0.4206789798632096,8871.283400323928,2025-10-15 12:46:00,0:15:01,10437.6,False
2025-09-29 14:32:00,SOL,Short,210.9576967,212.03,-0.508302504,-0.010723033,2025-09-29 14:47:00,0:15:02,0.01,False
2025-10-03 19:51:00,SOL,Long,233.6508068,231.53,-0.907682214,-0.021208068,2025-10-03 20:06:00,0:15:02,0.01,False
2025-10-04 20:01:00,SOL,Short,227.108429,227.5868096,-0.210639714,-3700.1922,2025-10-04 20:16:00,0:15:02,7734.83,False
2025-10-09 17:04:00,SOL,Long,217.4441463,218.53,0.4993713113927517,26.386244545499743,2025-10-09 17:19:00,0:15:02,24.3,False
2025-10-12 06:45:00,SOL,Short,181.8932406,182.3927284,-0.274604947,-6377.3558,2025-10-12 07:00:00,0:15:02,12767.79,False
2025-10-22 06:00:00,SOL,Short,184.1660159,184.3787863,-0.115531842,-0.002127704,2025-10-22 06:15:00,0:15:02,0.0100000000002182,False
2025-10-01 17:37:00,SOL,Short,219.0760216,217.9901294,0.4956691443494945,8290.037999732578,2025-10-01 17:52:00,0:15:03,7634.31,False
2025-10-06 11:43:00,SOL,Long,233.5325688,233.1083893,-0.18163612,-3179.4756,2025-10-06 11:58:00,0:15:03,7495.59,False
2025-10-15 04:01:00,SOL,Short,201.2582088,201.3069973,-0.024241788,-512.1098997,2025-10-15 04:16:00,0:15:03,10496.51,False
2025-10-19 12:45:00,SOL,Short,188.3196605,188.7847382,-0.246961845,-5561.7341,2025-10-19 13:00:00,0:15:03,11958.72,False
2025-10-21 21:12:00,SOL,Short,191.2597301,189.2539605,1.0487150626431303,23946.802999738084,2025-10-21 21:27:00,0:15:03,11938.96,False
2025-10-22 06:00:00,SOL,Short,184.1660159,184.491641,-0.176810633,-4055.862493,2025-10-22 06:15:00,0:15:03,12455.62,False
2025-10-23 00:06:00,SOL,Short,179.9324615,180.1077397,-0.097413317,-2101.6695,2025-10-23 00:21:00,0:15:03,11990.48,False
2025-10-24 09:08:00,SOL,Long,193.1238702,193.0316763,-0.047738242,-1030.4738,2025-10-24 09:23:00,0:15:03,11177.24,False
2025-10-24 23:18:00,SOL,Long,193.0820053,193.5255419,0.2297141001333149,4955.204101,2025-10-24 23:33:00,0:15:03,11172.03,False
2025-09-29 14:00:00,SOL,Long,208.9913824,211.2295502,1.0709378603702695,18850.38669949723,2025-09-29 14:15:00,0:15:04,8422.24,False
2025-10-02 17:17:00,SOL,Short,228.6313246,228.9279889,-0.129756639,-2218.5982,2025-10-02 17:32:00,0:15:04,7478.48,False
2025-10-03 19:01:00,SOL,Long,233.3512378,233.5209489,0.072727768,1291.635899715045,2025-10-03 19:17:00,0:15:04,7610.79,False
2025-10-08 14:57:00,SOL,Long,219.8899912,221.2299336,0.6093694402190308,10051.041999649178,2025-10-08 15:12:00,0:15:04,7501.1,False
2025-10-11 09:48:00,SOL,Short,185.3461555,184.7190609,0.3383369881840638,7804.731599600691,2025-10-11 10:03:00,0:15:04,12445.86,False
2025-10-14 01:05:00,SOL,Short,208.1441976,209.17,-0.492832561,-0.010258024,2025-10-14 01:20:00,0:15:04,0.01,False
2025-10-22 06:00:00,SOL,Short,184.3678166,184.3787863,-0.005949893,-137.2491125,2025-10-22 06:15:00,0:15:04,12511.67,False
2025-10-22 20:44:00,SOL,Short,180.4774252,179.7753463,0.3890120369916166,8350.414200316007,2025-10-22 20:59:00,0:15:04,11893.84,False
2025-09-30 15:54:00,SOL,Long,205.587659,205.1320383,-0.221618708,-3788.7915,2025-09-30 16:09:00,0:15:05,8315.67,False
2025-10-08 12:20:00,SOL,Short,221.6487721,222.2229074,-0.259029291,-4308.7874,2025-10-08 12:35:00,0:15:05,7504.83,False
2025-10-13 18:14:00,SOL,Long,204.4680676,206.062777,0.7799307926932477,16802.14549997622,2025-10-13 18:29:00,0:15:05,10536.18,False
2025-10-19 13:58:00,SOL,Short,190.5376756,190.3231771,0.1125753657074289,2514.7115997974392,2025-10-19 14:13:00,0:15:05,11723.68,False
2025-10-22 06:00:00,SOL,Short,184.1660159,184.45,-0.154200046,-15.91446787,2025-10-22 06:15:00,0:15:05,56.039999999999054,False
2025-10-23 23:01:00,SOL,Long,190.5809608,190.6273782,0.024355749,525.9283997420092,2025-10-23 23:16:00,0:15:05,11330.41,False
2025-09-29 03:15:00,SOL,Short,209.0515584,209.3732714,-0.153891724,-2696.0036,2025-09-29 03:30:00,0:15:06,8380.15,False
2025-09-29 18:28:00,SOL,Long,209.8599418,210.0025833,0.067969861,1187.0327006569496,2025-09-29 18:43:00,0:15:06,8321.79,False
2025-10-08 14:52:00,SOL,Long,220.3740322,220.7297579,0.1614190727066954,2661.916900316716,2025-10-08 15:07:00,0:15:06,7483.06,False
2025-10-09 11:44:00,SOL,Long,223.7679007,223.109409,-0.294274424,-4820.6202,2025-10-09 11:59:00,0:15:06,7320.7,False
2025-10-15 12:43:00,SOL,Long,202.7995769,203.1081675,0.15216534,3209.3459998268754,2025-10-15 12:58:00,0:15:06,10400.01,False
2025-10-17 11:14:00,SOL,Long,181.1392199,181.5823021,0.244608654339802,30.94929224,2025-10-17 11:29:00,0:15:06,69.84999999999854,False
2025-10-17 17:57:00,SOL,Long,183.9396943,184.2094887,0.1466754768430609,3285.939599900325,2025-10-17 18:12:00,0:15:06,12179.42,False
2025-10-21 20:55:00,SOL,Long,191.7113998,191.2544545,-0.238350617,-5495.288199,2025-10-21 21:10:00,0:15:06,12026.14,False
2025-10-02 19:01:00,SOL,Short,231.7948876,233.12,-0.571674564,-0.013251124,2025-10-02 19:16:00,0:15:07,0.01,False
2025-10-03 13:12:00,SOL,Long,229.2555225,230.2902322,0.451334689483775,7515.831200071433,2025-10-03 13:27:00,0:15:07,7263.71,False
2025-10-03 14:00:00,SOL,Short,228.7688877,227.5322593,0.5405579256991871,8971.961299922688,2025-10-03 14:15:00,0:15:07,7255.18,False
2025-10-16 17:31:00,SOL,Short,190.2636463,189.2481925,0.5337088303185774,11510.738399842816,2025-10-16 17:46:00,0:15:07,11335.56,False
2025-10-18 18:54:00,SOL,Short,185.7631132,186.2509859,-0.262631616,-5895.7265,2025-10-18 19:09:00,0:15:07,12084.56,False
2025-10-24 03:15:00,SOL,Short,191.6721908,191.4726514,0.1041045140066922,2246.239000922196,2025-10-24 03:31:00,0:15:07,11257.12,False
2025-10-24 08:30:00,SOL,Long,192.3094883,193.1660667,0.4454166178645453,9611.024000174544,2025-10-24 08:45:00,0:15:07,11220.25,False
2025-09-30 16:34:00,SOL,Short,204.7411475,204.7565448,-0.007520377,-127.5364998,2025-09-30 16:49:00,0:15:08,8283.04,False
2025-10-05 15:43:00,SOL,Short,229.967771,230.2379645,-0.117491913,-2050.3123,2025-10-05 15:58:00,0:15:08,7588.31,False
2025-10-07 15:27:00,SOL,Short,224.1086564,223.1515094,0.4270906288252515,7254.064499998729,2025-10-07 15:42:00,0:15:08,7578.84,False
2025-10-07 17:30:00,SOL,Short,223.6156771,224.3291396,-0.319057461,-5400.6971,2025-10-07 17:45:00,0:15:08,7569.7,False
2025-10-08 02:03:00,SOL,Short,221.8119645,222.51,-0.314696974,-0.006980355,2025-10-08 02:18:00,0:15:08,0.01,False
2025-10-09 16:56:00,SOL,Long,218.0924377,218.2040461,0.051174805,0.001116084,2025-10-09 17:12:00,0:15:08,0.0100000000002182,False
2025-10-10 14:58:00,SOL,Short,220.575892,218.6182237,0.8875259470757556,14465.445800473502,2025-10-10 15:13:00,0:15:08,7389.12,False
2025-10-17 16:40:00,SOL,Short,183.1603257,181.9813312,0.6436953301554937,14213.19089952682,2025-10-17 16:55:00,0:15:08,12055.35,False
2025-10-20 15:52:00,SOL,Short,191.5409399,189.2645178,1.1884780479682464,26683.17179947553,2025-10-20 16:07:00,0:15:08,11721.54,False
2025-10-20 15:53:00,SOL,Short,191.8114188,189.3036563,1.3074104300290388,29381.045699576654,2025-10-20 16:08:00,0:15:08,11716.04,False
2025-10-22 01:00:00,SOL,Long,185.6393905,186.3235138,0.3685226844355639,8444.106099901455,2025-10-22 01:15:00,0:15:08,12342.96,False
2025-10-22 19:07:00,SOL,Long,182.0403444,181.8095213,-0.126797745,-2.301305833,2025-10-22 19:22:00,0:15:08,9.969999999999343,False
2025-10-23 05:00:00,SOL,Long,184.0340981,184.425279,0.2125589138128504,4571.417999856087,2025-10-23 05:15:00,0:15:08,11686.2,False
2025-10-01 11:58:00,SOL,Short,217.6522831,217.5792219,0.033567829,568.4580999,2025-10-01 12:13:00,0:15:09,7780.58,False
2025-10-01 14:00:00,SOL,Long,219.4344896,219.1447745,-0.132028053,-4.174794368,2025-10-01 14:15:00,0:15:09,14.409999999999854,False
2025-10-02 10:39:00,SOL,Long,225.3270593,225.1522718,-0.077570591,-1312.1265,2025-10-02 10:54:00,0:15:09,7506.98,False
2025-10-03 14:01:00,SOL,Short,228.5656795,227.8728619,0.3031153303126996,5026.516499642689,2025-10-03 14:16:00,0:15:09,7255.18,False
2025-10-03 15:40:00,SOL,Long,233.3814024,234.4281159,0.4484991227363313,7586.433214,2025-10-03 15:55:00,0:15:09,7247.86,False
2025-10-07 12:10:00,SOL,Short,230.4334529,229.8008245,0.2745384269832577,4626.069700214925,2025-10-07 12:25:00,0:15:09,7312.46,False
2025-10-07 12:53:00,SOL,Long,230.4319263,230.8319092,0.1735796473636171,2942.2063999383704,2025-10-07 13:08:00,0:15:09,7355.83,False
2025-10-10 02:15:00,SOL,Long,220.9383423,221.2893199,0.1588577080189602,2568.7488006434087,2025-10-10 02:30:00,0:15:09,7318.84,False
2025-10-20 02:00:00,SOL,Short,184.8309157,184.6898589,0.076316662,1712.6875001739786,2025-10-20 02:16:00,0:15:09,12141.83,False
2025-10-03 13:45:00,SOL,Long,229.9889977,228.99,-0.434367606,-0.009989977,2025-10-03 14:00:00,0:15:10,0.01,False
2025-10-03 15:31:00,SOL,Long,232.3837346,233.7453375,0.5859286372800002,9907.798446586232,2025-10-03 15:47:00,0:15:10,7276.57,False
2025-10-08 12:56:00,SOL,Long,222.0079132,222.0534584,0.020515142,338.6252001674736,2025-10-08 13:11:00,0:15:10,7434.92,False
2025-10-10 14:58:00,SOL,Short,221.2668151,218.629774,1.1917923843690366,19329.695499635523,2025-10-10 15:13:00,0:15:10,7330.07,False
2025-10-13 14:13:00,SOL,Short,194.98993,193.4006301,0.8150676729293507,17425.62430000463,2025-10-13 14:29:00,0:15:10,10964.34,False
2025-10-16 18:36:00,SOL,Long,188.1755154,188.5035024,0.1742984304738132,3809.4309008610953,2025-10-16 18:51:00,0:15:10,11614.58,False
2025-10-21 20:51:00,SOL,Long,191.4125128,191.4284995,0.008351945,192.57939939512883,2025-10-21 21:07:00,0:15:10,12046.25,False
2025-10-22 20:57:00,SOL,Short,179.7663537,178.1696578,0.8882062151271375,19052.063200264653,2025-10-22 21:12:00,0:15:10,11932.18,False
2025-10-24 08:30:00,SOL,Long,192.4302627,192.9773386,0.2842982767175591,6138.328600356332,2025-10-24 08:45:00,0:15:10,11220.25,False
2025-10-02 16:01:00,SOL,Long,226.7944084,228.3771849,0.6978904467592475,11760.789199795528,2025-10-02 16:16:00,0:15:11,7430.48,False
2025-10-03 18:06:00,SOL,Long,229.2572838,231.9542523,1.1763937955765758,20338.35159972034,2025-10-03 18:21:00,0:15:11,7541.19,False
2025-10-08 01:27:00,SOL,Short,222.1253928,221.7948151,0.1488248132707193,2496.2947000934223,2025-10-08 01:42:00,0:15:12,7551.31,False
2025-10-17 11:13:00,SOL,Long,180.1473432,181.9532277,1.002448567206345,21722.24376753734,2025-10-17 11:28:00,0:15:12,12028.59,False
2025-10-12 21:26:00,SOL,Short,195.6287648,194.2621351,0.6985831990235948,16149.449300077436,2025-10-12 21:42:00,0:15:55,11816.99,True
2025-10-25 04:52:00,SOL,Long,194.4180918,193.5202057,-0.461832549,-3323.049259,2025-10-25 05:11:00,0:18:37,3700.97,True
2025-10-25 04:52:00,SOL,Long,194.3123787,193.5202057,-0.407680147,-8803.23625,2025-10-25 05:11:00,0:18:47,11112.77,True
2025-10-25 04:52:00,SOL,Long,194.1418147,193.5202057,-0.32018292,-6913.851546,2025-10-25 05:11:00,0:18:57,11122.51,True
2025-10-25 04:52:00,SOL,Long,194.0908714,193.5202057,-0.294019823,-6347.89051,2025-10-25 05:11:00,0:19:05,11123.66,True
2025-10-25 04:52:00,SOL,Long,193.9958155,193.5202057,-0.245164964,-5293.793594,2025-10-25 05:11:00,0:19:13,11130.54,True
